ID_A;DV_A;UNIDAD_DECLARANTE;ImasD;COD_ACTIVIDAD;MACROZONA;A1003;A1019;A1019_otra;A1034;A1035;A1036;A1037;B2000;B2001;B2002;B2003;B2004;B2005;B2006;B2007;B2026;B2027;C3000;C3001;C3002;C3003;C3004;C3006;C3007;C3008;C3009;C3010;C3011;C3013;C3014;C3015;C3016;C3017;C3018;C3019;C3020;C3021;C3022;C3023;C3024;C3025;C3026;C3027;C3028;C3029;C3030;C3036;C3037;C3038;C3039;C3040;C3041;C3042;C3043;C3044;C3045;C3046;C3047;C3048;C3049;C3050;C3051;C3052;C3053;C3054;C3055;C3056;C3057;C3058;C3059;C3060;C3061;C3062;C3063;C3064;C3065;C3066;C3067;C3068;C3069;C3070;C3071;C3072;C3073;C3100;C3107;C3110;C3111;C3112;C3113;C3115;C3126;C3127;C3128;C3129;C3130;C3131;C3132;C3133;C3134;C3136;C3138;C3140;C3141;C3142;C3143;J8000;J8001;J8002;J8003;J8004;J8005;J8006;J8007;J8008;J8009;J8010;J8011;J8012;J8013;J8014;J8015;J8016;J8017;J8018;J8019;J8020;J8021;J8022;J8023;J8024;J8025;J8026;J8027;J8028;J8029;J8030;J8031;J8032;J8033;J8034;J8035;J8036;J8037;J8038;J8039;J8040;J8041;J8042;J8043;J8044;J8045;J8046;J8047;J8048;J8049;J8050;J8051;J8052;J8053;J8054;D4300;D4301;D4302;D4303;D4310;D4311;D4312;D4313;D4320;D4321;D4322;D4323;D4330;D4331;D4332;D4333;D4400;D4401;D4402;D4403;D4404;D4405;D4410;D4411;D4412;D4413;D4414;D4415;D4420;D4421;D4422;D4423;D4424;D4425;D4430;D4431;D4432;D4433;D4434;D4435;D4500;D4501;D4502;D4503;D4504;D4505;D4510;D4511;D4512;D4513;D4514;D4515;D4520;D4521;D4522;D4523;D4524;D4525;D4530;D4531;D4532;D4533;D4534;D4535;D4600;D4601;D4602;D4603;D4604;D4605;D4606;D4600_mujeres;D4601_mujeres;D4602_mujeres;D4603_mujeres;D4604_mujeres;D4605_mujeres;D4606_mujeres;D4700;D4701;D4702;D4703;D4704;D4705;D4706;D4707;D4717;D4708;D4709;D4710;D4711;D4712;D4713;D4714;D4716;D4715;D4700_JCE_Total;D4701_JCE_Total;D4702_JCE_Total;D4703_JCE_Total;D4704_JCE_Total;D4705_JCE_Total;D4706_JCE_Total;D4707_JCE_Total;D4717_JCE_Total;D4708_JCE_Total;D4709_JCE_Total;D4710_JCE_Total;D4711_JCE_Total;D4712_JCE_Total;D4713_JCE_Total;D4714_JCE_Total;D4716_JCE_Total;D4715_JCE_Total;D4700_Investigadores;D4701_Investigadores;D4702_Investigadores;D4703_Investigadores;D4704_Investigadores;D4705_Investigadores;D4706_Investigadores;D4707_Investigadores;D4717_Investigadores;D4708_Investigadores;D4709_Investigadores;D4710_Investigadores;D4711_Investigadores;D4712_Investigadores;D4713_Investigadores;D4714_Investigadores;D4716_Investigadores;D4715_Investigadores;D4700_Mujeres;D4701_Mujeres;D4702_Mujeres;D4703_Mujeres;D4704_Mujeres;D4705_Mujeres;D4706_Mujeres;D4707_Mujeres;D4717_Mujeres;D4708_Mujeres;D4709_Mujeres;D4710_Mujeres;D4711_Mujeres;D4712_Mujeres;D4713_Mujeres;D4714_Mujeres;D4716_Mujeres;D4715_Mujeres;D4800;D4801;D4802;D4810;D4811;D4812;D4820;D4821;D4822;D4830;D4831;D4832;D4800_Investigadores;D4801_Investigadores;D4802_Investigadores;D4810_Inves_Mujeres;D4811_Inves_Mujeres;D4812_Inves_Mujeres;D4820_Investigadores;D4821_Investigadores;D4822_Investigadores;D4830_Inves_Mujeres;D4831_Inves_Mujeres;D4832_Investigadores;F6010;F6011;F6012;F6013;F6014;F6015;F6016;F6017;F6018;F6019;F6020;F6021;F6022;F6023;F6023_otra;F6024;F6025;F6026;F6027;F6028;F6030;F6031;F6032;F6033;F6034;F6035;G7000;G7002;H8106;H8107;H8108;H8109;H8110;H8111;H8111_otro;H8112;H8113;H8114;H8115;H8116;H8117;H8119;H8121;H8121_Otra;H8122;H8123;H8124;H8125;H8126;I9000;B2000_JUST;B2001_JUST;B2007_JUST
200289;1;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;3;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;;;;;;;0;;0;0;1;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;5;;;
200290;4;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;3;1;0;0;0;1;85777;0;0;85777;0;0;30000;147777;0;0;30000;0;30000;177777;0;90;10;92000;0;85777;0;;0;0;0;177777;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;;177777;0;62000;;0;0;;;0;0;0;12000;10000;10000;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;0;5;2;0;0;2;1;0;0;1;0;0;0;0;4;1;0;0;0;5;1;1;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;4;1;0;0;0;5;1;1;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;5;0;5;2;0;2;1;0;1;0;0;0;5;0;5;2;0;2;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;180000;;;;;;;;;;;;;;;;;;;;;;1;;;
200291;6;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;3;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;;;;;;;1;CONTINGENCIA NACIONAL;0;0;10;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;1;;;
200292;8;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;3;1;0;0;0;1;81345;0;0;81345;0;0;40000;145345;0;0;10000;0;10000;155345;0;90;10;74000;0;81345;0;;0;0;0;155345;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;;155345;0;64000;;0;0;;;0;0;0;4000;0;20000;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;0;5;4;0;0;4;2;0;0;2;1;0;0;1;5;0;0;0;0;5;4;0;0;0;0;4;2;0;0;0;0;2;1;0;0;0;0;1;5;0;0;0;0;5;4;0;0;0;0;4;2;0;0;0;0;2;1;0;0;0;0;1;0;0;2;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;5;0;5;4;0;4;2;0;2;1;0;1;5;0;5;4;0;4;2;0;2;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;200000;;;;;;;;;;;;;;;;;;;;;;1;;;
200293;1;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;3;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;;;;;;;1;CONTINGENCIA NACIONAL;0;0;10;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;1;;;
200294;3;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;3;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;0;0;0;;;;;;;0;;0;0;5;;;;;;;0;0;1;2000;;;;;;;;;;;;;;;;;;;;;;1;;;
200295;5;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;5;1;0;0;0;0;107157;0;0;107157;0;0;0;122117;0;0;0;0;0;122117;0;100;0;0;107157;14960;0;;0;0;0;122117;;0;0;0;0;0;1;0;0;1;0;0;0;0;0;98;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;70;30;;122117;0;14960;;0;1;88;;0;0;0;14960;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;3;1;0;0;1;3;0;0;3;1;0;0;1;0;1;2;0;0;3;0;0;1;0;0;1;0;1;2;0;0;3;0;0;1;0;0;1;0;1;2;0;0;3;0;0;1;0;0;1;0;1;2;0;0;3;0;0;1;0;0;1;0;0;0;0;3;0;3;0;0;0;0;1;0;1;0;0;0;0;0;8;0;0;0;8;0;0;0;0;0;85;0;100;0;0;0;0;0;30;0;0;0;3;0;0;0;0;0;67;0;100;0;0;0;0;0;30;0;0;0;3;0;0;0;0;0;67;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;3;0;3;1;0;1;3;0;3;1;0;1;3;0;3;1;0;1;3;0;3;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;23000;;;;;;;;;;;;;;;;;;;;;;40;;;
200296;7;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;5;1;0;0;0;1;143000;0;0;143000;0;0;5000;158000;0;0;0;7000;7000;165000;100;0;0;40000;0;125000;0;;0;0;0;165000;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;80;20;;165000;0;15000;;0;0;;;0;0;0;10000;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;0;0;19;8;0;0;8;5;0;0;5;2;0;0;2;15;4;0;0;0;19;4;4;0;0;0;8;4;1;0;0;0;5;1;1;0;0;0;2;15;4;0;0;0;19;4;4;0;0;0;8;4;1;0;0;0;5;1;1;0;0;0;2;0;0;0;0;5;0;5;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;19;0;19;8;0;8;5;0;5;2;0;2;19;0;19;8;0;8;5;0;5;2;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;50000;;;;;;;;;;;;;;;;;;;;;;3;;;
200297;0;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;5;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;;;;;;;0;;0;0;1;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;8;;;
200298;2;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;2;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;;;;;;;0;;1;0;9;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1;;;
200299;4;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;5;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;;;;;;;0;;0;0;1;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;8;;;
200300;8;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;1;1;0;0;0;1;93576;9277;4534;107387;0;0;28286;169950;0;0;10946;0;10946;180896;22;34;44;21708;0;159188;0;;0;0;0;180896;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;40;0;35;25;0;0;0;0;30;0;20;0;0;0;25;0;0;0;25;;180896;0;62563;;0;0;;;0;0;0;26689;7036;390;162;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;3;1;13;3;0;1;4;3;1;0;4;1;0;0;1;9;0;0;1;3;13;3;0;0;0;1;4;3;0;0;0;1;4;1;0;0;0;0;1;9;0;0;0;0;9;3;0;0;0;0;3;3;0;0;0;0;3;1;0;0;0;0;1;1;0;1;1;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;75;13;0;13;4;0;4;4;0;4;1;0;1;9;0;9;3;0;3;3;0;3;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;186323;;;;;;;;;;;;;;;;;;;;;;8;;;
200301;1;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;3;1;0;0;0;1;19200;0;0;19200;0;0;8500;33700;0;0;0;0;0;33700;60;40;0;16000;0;17700;0;;0;0;0;33700;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;20;;33700;0;14500;;0;0;;;0;0;0;6000;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;2;2;0;0;2;1;0;0;1;1;0;0;1;1;1;0;0;0;2;1;1;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;2;1;1;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;2;0;2;2;0;2;1;0;1;1;0;1;2;0;2;2;0;2;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;2;;;
200302;3;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;6;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;;;;;;;0;;0;1;2;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1;;;
200303;5;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;6;1;0;0;0;1;8707;21833;4425;34965;4222;0;100;40919;0;0;0;0;0;40919;0;100;0;4489;0;36430;0;;0;0;0;40919;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;0;;40919;0;5954;;0;0;;;4222;0;0;1365;0;267;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;6;0;2;2;3;1;2;0;3;0;1;0;2;0;2;4;0;0;6;0;2;2;0;0;3;0;1;2;0;0;3;0;1;1;0;0;2;0;0;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;24;5;1;6;3;0;3;3;1;3;1;0;2;1;1;2;0;0;0;1;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;45011;;;;;;;;;;;;;;;;;;;;;;12;;;
200304;7;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;3;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;;;;;;;0;;0;1;2;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1;;;
200305;0;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;5;1;0;0;0;1;262032;18407;7374;287813;16550;0;1957;310714;0;13334;39947;0;53281;363995;50;50;0;46633;0;317362;0;;0;0;0;363995;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;75;25;;363995;0;22901;;0;0;;;6000;10550;0;1219;2850;0;325;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;3;6;29;6;1;6;13;8;3;1;12;3;1;1;5;18;4;2;0;5;29;6;1;1;0;5;13;8;2;1;0;1;12;3;0;1;0;1;5;17;3;1;0;0;21;6;1;0;0;0;6;8;1;0;0;0;8;3;0;0;0;0;3;0;0;0;0;8;0;8;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;57;27;2;29;13;0;13;10;2;12;4;0;5;20;1;21;6;0;6;8;1;8;3;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;1;300000;;;;;;;;;;;;;;;;;;;;;;88;;;
200306;2;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;5;1;0;0;0;1;110571;3753;0;114324;0;0;1861;125833;0;0;0;0;0;125833;100;0;0;11509;0;114324;0;;0;0;0;125833;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;;125833;0;11509;;0;0;;;0;0;0;531;5050;1928;2139;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;2;0;16;13;0;0;13;3;0;0;3;3;0;0;3;15;1;0;0;0;16;13;0;0;0;0;13;3;0;0;0;0;3;3;0;0;0;0;3;14;0;0;0;0;14;13;0;0;0;0;13;3;0;0;0;0;3;3;0;0;0;0;3;0;0;0;0;3;0;3;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;16;0;16;13;0;13;3;0;3;3;0;3;14;0;14;13;0;13;3;0;3;3;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;1;115000;;;;;;;;;;;;;;;;;;;;;;12;;;
200307;4;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;2;1;0;0;0;0;72000;0;0;72000;0;0;7628;119628;0;0;0;0;0;119628;33;34;33;0;0;119628;0;;0;0;0;119628;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;25;25;0;0;0;50;0;0;0;0;0;50;0;0;0;0;50;0;0;;119628;0;47628;;0;0;;;0;0;0;40000;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;0;0;8;2;0;0;2;3;0;0;3;1;0;0;1;5;3;0;0;0;8;2;0;0;0;0;2;2;1;0;0;0;3;1;0;0;0;0;1;5;3;0;0;0;8;2;0;0;0;0;2;2;1;0;0;0;3;1;0;0;0;0;1;0;2;0;0;0;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;8;0;8;2;0;2;3;0;3;1;0;1;8;0;8;2;0;2;3;0;3;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;130000;;;;;;;;;;;;;;;;;;;;;;5;;;
200308;6;2;1;;6;1842;1;;0;0;100;;;;;;;;;;;3;1;0;0;0;1;54800;0;0;54800;0;18500;29000;119900;0;0;0;0;0;119900;60;40;0;69550;0;50350;0;;0;0;0;119900;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;20;;119900;0;65100;;0;0;;;0;0;0;13000;4600;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;7;2;0;0;2;4;0;0;4;1;0;0;1;4;1;2;0;0;7;1;1;0;0;0;2;3;1;1;0;0;4;0;1;0;0;0;1;4;1;2;0;0;7;1;1;0;0;0;2;3;1;1;0;0;4;0;1;0;0;0;1;0;0;4;0;0;0;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;7;0;7;2;0;2;4;0;4;1;0;1;7;0;7;2;0;2;4;0;4;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;;;
200309;8;2;0;;6;1842;1;;0;0;100;;;;;;;;;;;3;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;;;;;;;0;;0;1;2;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1;;;
